Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history
Jhon Arias,588989,€15.00m,"Dec 9, 2025","Sep 21, 1997",28,1.68,Colombia,[],Right Winger,,Wolves,,,"Jul 24, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Barbosa,244275,€4.00m,"Dec 10, 2025","Aug 30, 1996",29,1.78,Brazil,['Brazil'],Centre-Forward,"                0
0  Second Striker
1    Right Winger",Santos,,,"Jan 3, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alexsander,997714,€6.00m,"Dec 10, 2025","Oct 8, 2003",22,1.78,Brazil,['Brazil'],Defensive Midfield,"                  0
0         Left-Back
1  Central Midfield",Atlético-MG,,,"Jul 30, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Hércules,982617,€12.00m,"Dec 10, 2025","Oct 20, 2000",25,1.78,Brazil,[],Central Midfield,,Fluminense,,,"Jan 1, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Hugo Souza,574901,€10.00m,"Dec 10, 2025","Jan 31, 1999",26,1.99,Brazil,[],Goalkeeper,,Corinthians,,,"Jan 1, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Claudinho,697845,€1.70m,"Dec 10, 2025","Sep 24, 2000",25,1.8,Brazil,['Brazil'],Right-Back,"                  0
0  Central Midfield
1    Right Midfield",EC Vitória,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luis Segovia,385639,€1.00m,"Nov 24, 2025","Oct 26, 1997",28,1.82,Ecuador,[],Centre-Back,,LDU Quito,,,"Jan 6, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Victor,1109027,,,"May 3, 2006",19,1.97,Brazil,['Brazil'],Goalkeeper,,Bahia U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Paulinho,428791,€12.00m,"Dec 10, 2025","Jul 15, 2000",25,1.77,Brazil,['Brazil'],Left Winger,"                0
0  Centre-Forward
1    Right Winger",Palmeiras,,,"Jan 1, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Juninho Capixaba,406676,€5.00m,"Dec 10, 2025","Jul 6, 1997",28,1.76,Brazil,[],Left-Back,,RB Bragantino,,,"Jan 1, 2023","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Talles Magno,677512,€4.50m,"Dec 10, 2025","Jun 26, 2002",23,1.86,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",New York City,,,"May 18, 2021","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Emerson Rodríguez,715140,€1.20m,"Dec 8, 2025","Aug 25, 2000",25,1.74,Colombia,['Colombia'],Left Winger,"              0
0  Right Winger",Ludogorets,,,"Jan 25, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gustavo Sauer,336158,€550k,"Dec 17, 2025","Apr 30, 1993",32,1.81,Brazil,['Brazil'],Right Winger,"                    0
0         Left Winger
1  Attacking Midfield",WH Three Towns,,,"Feb 6, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Júnior Santos,592347,€3.50m,"Dec 10, 2025","Oct 11, 1994",31,1.88,Brazil,[],Right Winger,,Atlético-MG,,,"Jan 24, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Brahian Palacios,989925,€1.20m,"Nov 28, 2025","Nov 24, 2002",23,1.82,Colombia,[],Right Winger,,Al-Wasl,,,"Jul 10, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ruan,1053933,€1.00m,"Dec 17, 2025","May 3, 2005",20,1.72,Brazil,[],Right Midfield,,Alanyaspor,,,"Sep 12, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jean Meneses,217228,€1.60m,"Dec 10, 2025","Mar 16, 1993",32,1.63,Chile,[],Left Winger,,Limache,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Gomes,703322,€5.00m,"Dec 10, 2025","Apr 4, 2001",24,1.75,Brazil,"['Brazil', 'Italy']",Right-Back,"                    0
0  Defensive Midfield
1    Central Midfield",Internacional,,,"Feb 16, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alan Empereur,169179,€750k,"Nov 24, 2025","Mar 10, 1994",31,1.86,Brazil,[],Centre-Back,,Cuiabá-MT,,,"Sep 1, 2021","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Damián Bobadilla,861852,€4.00m,"Dec 10, 2025","Jul 11, 2001",24,1.81,Paraguay,['Paraguay'],Central Midfield,"                    0
0  Defensive Midfield",São Paulo,,,"Jan 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Edenilson,169052,€400k,"Dec 10, 2025","Dec 18, 1989",36,1.75,Brazil,[],Central Midfield,,Grêmio,,,"Apr 19, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marcos Antônio,468301,€9.00m,"Dec 10, 2025","Jun 13, 2000",25,1.66,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield
1  Defensive Midfield",São Paulo,,,"Jul 23, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fabinho,627230,€5.00m,"Dec 10, 2025","Apr 9, 2002",23,1.78,Brazil,['Brazil'],Defensive Midfield,"                  0
0  Central Midfield",RB Bragantino,,,"Mar 15, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabryel Freitas,973567,,,"Oct 28, 2002",23,1.68,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",Cascavel-PR,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Veron,627221,€3.00m,"Dec 10, 2025","Sep 3, 2002",23,1.76,Brazil,['Brazil'],Right Winger,"                0
0     Left Winger
1  Second Striker",Nacional,,,"Jan 13, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ignacio Laquintana,577407,€2.00m,"Dec 10, 2025","Feb 1, 1999",26,1.73,Uruguay,['Uruguay'],Right Winger,"                    0
0  Attacking Midfield
1         Left Winger",RB Bragantino,,,"Apr 4, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Wallace Yan,1082602,€6.00m,"Dec 10, 2025","Feb 8, 2005",20,1.82,Brazil,['Brazil'],Centre-Forward,"                    0
0  Attacking Midfield
1      Second Striker",RB Bragantino,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Yuri Alberto,489893,€22.00m,"Dec 10, 2025","Mar 18, 2001",24,1.83,Brazil,[],Centre-Forward,,Corinthians,,,"Jan 9, 2023","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Benjamín Kuscevic,340840,€2.00m,"Dec 10, 2025","May 2, 1996",29,1.86,Chile,"['Croatia', 'Chile']",Centre-Back,,Fortaleza,,,"Jan 11, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Michel Araújo,482144,€2.50m,"Dec 10, 2025","Sep 28, 1996",29,1.78,Uruguay,[],Left Winger,,EC Bahia,,,"Jan 9, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Iago,520468,€3.50m,"Dec 10, 2025","Mar 23, 1997",28,1.81,Brazil,[],Left-Back,,EC Bahia,,,"Jul 10, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro,432895,€18.00m,"Dec 10, 2025","Jun 20, 1997",28,1.85,Brazil,[],Centre-Forward,,Flamengo,,,"Jan 1, 2021","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jacob Montes,497494,€150k,"Dec 18, 2025","Oct 20, 1998",27,1.8,Nicaragua,"['United States', 'Nicaragua']",Attacking Midfield,"                  0
0  Central Midfield
1    Second Striker",RWDM Brussels,,,"Jul 30, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Isidro Pitta,675178,€7.50m,"Dec 10, 2025","Aug 14, 1999",26,1.83,Paraguay,['Paraguay'],Centre-Forward,,RB Bragantino,,,"Jan 3, 2025","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ruan Pablo,1220614,€5.00m,"Dec 10, 2025","Jul 23, 2008",17,1.83,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Second Striker",Bahia U20,,,"Jan 1, 2024","Dec 31, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tiago,1083095,€3.00m,"Dec 10, 2025","Apr 8, 2005",20,1.78,Brazil,['Brazil'],Left Winger,"              0
0  Right Winger",EC Bahia,,,"Jul 1, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ronald,688684,€700k,"Dec 10, 2025","Jun 18, 1997",28,1.71,Brazil,[],Defensive Midfield,,EC Vitória,,,"Jan 5, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Araújo,678853,€1.50m,"Dec 10, 2025","May 22, 2002",23,1.76,Brazil,['Brazil'],Attacking Midfield,"                  0
0  Central Midfield
1     Left Midfield",Ceará SC,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gustavo Prado,1095552,€3.00m,"Dec 10, 2025","Jun 6, 2005",20,1.79,Brazil,['Brazil'],Right Winger,"                0
0     Left Winger
1  Right Midfield",Internacional,,,"Feb 1, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiago Galhardo,186399,,,"Jul 20, 1989",36,1.83,Brazil,[],Centre-Forward,,Without Club,Santa Cruz-PE,"Nov 27, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ryan Francisco,1202387,€6.00m,"Dec 10, 2025","Nov 21, 2006",19,1.75,Brazil,['Brazil'],Centre-Forward,,São Paulo,,,"Jan 26, 2025","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Alex Telles,255755,€3.00m,"Dec 10, 2025","Dec 15, 1992",33,1.81,Brazil,"['Brazil', 'Italy']",Left-Back,"               0
0  Left Midfield",Botafogo,,,"Sep 3, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Fuchs,563692,€4.50m,"Dec 10, 2025","Apr 1, 1999",26,1.9,Brazil,[],Centre-Back,,Palmeiras,,,"Jan 1, 2026","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Samuel Xavier,198250,€250k,"Dec 10, 2025","Jun 6, 1990",35,1.66,Brazil,[],Right-Back,,Fluminense,,,"Mar 5, 2021","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Araújo,678853,€1.50m,"Dec 10, 2025","May 22, 2002",23,1.76,Brazil,[],Attacking Midfield,,Ceará SC,,,"Jan 1, 2025","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Renzo Saravia,268642,€1.50m,"Dec 10, 2025","Jun 16, 1993",32,1.78,Argentina,[],Right-Back,,Without Club,Atlético-MG,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rubens,1127821,,,"Apr 6, 2006",19,,Brazil,['Brazil'],Goalkeeper,,Bragantino U20,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Marcos Paulo,978039,€300k,"Dec 10, 2025","Jan 18, 2003",23,1.83,Brazil,[],Centre-Back,,Juventude,,,"Jan 8, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Neris,349513,€300k,"Dec 10, 2025","Jun 17, 1992",33,1.92,Brazil,[],Centre-Back,,EC Vitória,,,"Jul 26, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Caíke,224481,€400k,"Nov 24, 2025","Jun 15, 1992",33,1.74,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Without Club,Goiás,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Léo Ortiz,374136,€15.00m,"Dec 10, 2025","Jan 3, 1996",30,1.85,Brazil,[],Centre-Back,,Flamengo,,,"Mar 6, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Hugo Moura,644157,€1.80m,"Dec 10, 2025","Jan 3, 1998",28,1.77,Brazil,['Brazil'],Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",Vasco da Gama,,,"Jan 1, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiago Silva,29241,€600k,"Dec 10, 2025","Sep 22, 1984",41,1.81,Brazil,"['Brazil', 'France']",Centre-Back,,Porto,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Raul,520093,€100k,"Dec 10, 2025","Jul 28, 1997",28,1.9,Brazil,['Brazil'],Goalkeeper,,Botafogo,,,"Mar 7, 2024","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gustavo Apis,901014,€150k,"Dec 22, 2025","Jun 14, 1999",26,1.76,Brazil,[],Attacking Midfield,,Pattaya United,,,"Aug 13, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matías Arezo,611426,€6.00m,"Dec 18, 2025","Nov 21, 2002",23,1.77,Uruguay,[],Centre-Forward,,Peñarol,,,"Jul 14, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruno Pacheco,435163,€250k,"Dec 10, 2025","Dec 8, 1991",34,1.75,Brazil,[],Left-Back,,Chapecoense,,,"Jan 13, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Arthur Henrique,349737,,,"May 17, 1994",31,1.76,Brazil,['Brazil'],Left-Back,"             0
0   Right-Back
1  Centre-Back",Figueirense FC,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Talisson,1084074,€500k,"Nov 24, 2025","May 21, 2002",23,1.88,Brazil,['Brazil'],Left Winger,"                0
0    Right Winger
1  Centre-Forward",Avaí FC,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Luis Orejuela,331057,€400k,"Dec 5, 2025","Aug 20, 1995",30,1.8,Colombia,['Colombia'],Right-Back,"                0
0  Right Midfield",Deportivo Cali,,,"Jul 9, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Rafael Soares,1082831,,,"Dec 27, 2004",21,1.78,Brazil,['Brazil'],Left-Back,,Linense,,,"Nov 5, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Anderson,598974,€450k,"Nov 24, 2025","Mar 5, 1998",27,1.9,Brazil,[],Goalkeeper,,Chapecoense,,,"Jan 3, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tomás Pochettino,348354,€4.00m,"Dec 10, 2025","Feb 1, 1996",29,1.8,Argentina,[],Attacking Midfield,,Fortaleza,,,"Jan 10, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Miguel Trauco,177690,€500k,"Nov 6, 2025","Aug 25, 1992",33,1.75,Peru,['Peru'],Left-Back,"               0
0  Left Midfield",Alianza Lima,,,"Jan 6, 2025","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bastos,195810,€700k,"Dec 10, 2025","Mar 27, 1991",34,1.84,Angola,['Angola'],Centre-Back,,Botafogo,,,"Aug 29, 2023","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pedro Henrique,164015,€450k,"Nov 24, 2025","Dec 18, 1992",33,1.9,Brazil,[],Centre-Back,,Atlético-GO,,,"Jan 1, 2024",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ruan,1053933,€1.00m,"Dec 17, 2025","May 3, 2005",20,1.72,Brazil,['Brazil'],Right Midfield,"              0
0  Right Winger
1   Left Winger",Alanyaspor,,,"Sep 12, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lucas Oliveira,592373,€1.00m,"Dec 10, 2025","Feb 2, 1996",29,1.87,Brazil,['Brazil'],Centre-Back,"                    0
0  Defensive Midfield",Mirassol-SP,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fábio,61891,,,"Jul 9, 1990",35,1.72,Brazil,[],Right-Back,,Retired,Grêmio,"Jan 1, 2025",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Tomás Cardona,422700,€1.20m,"Dec 17, 2025","Oct 10, 1995",30,1.85,Argentina,"['Spain', 'Argentina']",Centre-Back,,Fortaleza,,,"Jan 16, 2024","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
João Vitor,1226336,,,"Jul 25, 2002",23,1.74,Brazil,['Brazil'],Right-Back,,Portuguesa,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Nathan Mendes,887801,€1.00m,"Dec 10, 2025","Aug 19, 2002",23,1.82,Brazil,[],Right-Back,,EC Vitória,,,"Jan 20, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Lincoln,351738,€3.50m,"Dec 18, 2025","Nov 7, 1998",27,1.78,Brazil,[],Attacking Midfield,,Alverca,,,"Aug 28, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Miguel Monsalve,828045,€4.00m,"Dec 10, 2025","Feb 27, 2004",21,1.78,Colombia,['Colombia'],Attacking Midfield,"             0
0  Left Winger",Grêmio,,,"Jul 14, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jean Meneses,217228,€1.60m,"Dec 10, 2025","Mar 16, 1993",32,1.63,Chile,['Chile'],Left Winger,"                    0
0        Right Winger
1  Attacking Midfield",Limache,,,"Jan 1, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Imanol Machuca,829968,,,"Jan 15, 2000",26,1.7,Malaysia,"['Argentina', 'Malaysia']",Right Winger,"             0
0  Left Winger",Fortaleza,,,"Jul 28, 2023","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pablo Vegetti,334229,€700k,"Dec 10, 2025","Oct 15, 1988",37,1.87,Argentina,['Argentina'],Centre-Forward,,Cerro Porteño,,,"Jan 17, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Carlos de Pena,257740,€1.00m,"Nov 24, 2025","Mar 11, 1992",33,1.77,Uruguay,[],Left Winger,,Without Club,Coritiba FC,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Bruninho,668234,€1.00m,"Dec 10, 2025","Mar 14, 2003",22,1.74,Brazil,[],Attacking Midfield,,RB Bragantino,,,"Aug 1, 2021","Dec 31, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Renan,68102,€75k,"Nov 24, 2025","May 18, 1989",36,1.9,Brazil,"['Brazil', 'Bulgaria']",Goalkeeper,,Amazonas,,,"Feb 4, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Kawan Gabriel,627216,,,"Mar 6, 2002",23,1.8,Brazil,['Brazil'],Central Midfield,"                    0
0  Attacking Midfield",São Joseense,,,"Jan 1, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Danilo Fernandes,99439,,,"Apr 3, 1988",37,1.88,Brazil,['Brazil'],Goalkeeper,,Retired,EC Bahia,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Fernando Sobral,350342,€1.80m,"Dec 10, 2025","Dec 17, 1994",31,1.78,Brazil,[],Central Midfield,,Coritiba FC,,,"Jan 5, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Óscar Romero,217886,€900k,"Dec 10, 2025","Jul 4, 1992",33,1.76,Paraguay,['Paraguay'],Attacking Midfield,"              0
0  Right Winger
1   Left Winger",Without Club,Internacional,"Jan 1, 2026",,,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Pablo Vegetti,334229,€700k,"Dec 10, 2025","Oct 15, 1988",37,1.87,Argentina,[],Centre-Forward,,Cerro Porteño,,,"Jan 17, 2026","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Titi,55250,€100k,"Nov 24, 2025","Mar 12, 1988",37,1.88,Brazil,[],Centre-Back,,Goiás,,,"Jun 10, 2025","Nov 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Matheus Reis,1124296,,,"Apr 2, 2007",18,1.8,Mexico,"['Brazil', 'Mexico']",Left Winger,,Fluminense U17,,,-,-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Thiago Medeiros,980981,,,"Jan 7, 2004",22,1.76,Brazil,['Brazil'],Defensive Midfield,"                    0
0    Central Midfield
1  Attacking Midfield",CSA,,,"Jan 9, 2026",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jamal Lewis,346018,€2.00m,"Dec 3, 2025","Jan 25, 1998",27,1.78,Northern Ireland,"['England', 'Northern Ireland']",Left-Back,"               0
0  Left Midfield",Preston,,,"Oct 31, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Caio Alexandre,727751,€7.00m,"Dec 10, 2025","Feb 24, 1999",26,1.74,Brazil,['Brazil'],Defensive Midfield,"                    0
0  Attacking Midfield
1    Central Midfield",EC Bahia,,,"Jan 18, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Eduardo Vargas,89718,€200k,"Dec 10, 2025","Nov 20, 1989",36,1.74,Chile,[],Centre-Forward,,U. de Chile,,,"Jan 3, 2026","Dec 31, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Carvalho,1089144,€12.00m,"Dec 18, 2025","Aug 17, 2007",18,1.7,Brazil,['Brazil'],Right Winger,"                    0
0  Attacking Midfield
1      Right Midfield",Al-Qadsiah,,,"Aug 17, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Jefferson Savarino,309193,€9.00m,"Dec 10, 2025","Nov 11, 1996",29,1.68,Venezuela,"['Venezuela', 'Italy']",Attacking Midfield,"              0
0   Left Winger
1  Right Winger",Botafogo,,,"Jan 11, 2024","Dec 31, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Gabriel Delfim,978121,€300k,"Dec 10, 2025","Jul 10, 2002",23,1.92,Brazil,['Brazil'],Goalkeeper,,Atlético-MG,,,"Jan 1, 2022","Dec 31, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
Ruan,555015,€2.00m,"Dec 10, 2025","Jun 7, 1999",26,1.87,Brazil,[],Centre-Back,,Atlético-MG,,,"Aug 25, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []"
